Year,GEO,"RATE_Youth, under 20 years, as a proportion of total population#Percent#units#17100133_StatsCanada","RATE_Seniors, 65 years and over, as a proportion of total population#Percent#units#17100133_StatsCanada","RATE_Youth, under 20 years, as a proportion of total population#Percent#units#17100133_StatsCanada"
2017,"North West Health Integration Network, Ontario",22.6,18,22.6
2017,"North Zone, Alberta",27.8,10.4,27.8
2017,"Northeast Health Service Delivery Area, British Columbia",27.1,9.8,27.1
2017,"Northern Interior Health Service Delivery Area, British Columbia",23.2,15,23.2
2017,"Northern Regional Health Authority, Manitoba",38.5,7.2,38.5
2017,"Northwest Health Service Delivery Area, British Columbia",24.2,14.8,24.2
2017,Northwest Territories,26.5,7.4,26.5
2017,"Northwestern Health Unit, Ontario",25.7,16.3,25.7
2017,Nova Scotia,19.6,19.9,19.6
2017,Nunavut,40.4,3.8,40.4
2017,"Okanagan Health Service Delivery Area, British Columbia",18.5,23.6,18.5
2017,Ontario by Health Unit,22,16.6,22
2017,Ontario by Local Health Integration Network,22,16.6,22
2017,"Oxford Elgin St. Thomas Health Unit, Ontario ",24.1,18.3,24.1
2017,"Peel Regional Health Unit, Ontario",24.6,12.8,24.6
2017,Peer group A,26.7,12.4,26.7
2017,Peer group B,22.7,15.4,22.7
2017,Peer group C,20.1,21.4,20.1
2017,Peer group D,22.9,18.3,22.9
2017,Peer group E,18.5,22.9,18.5
2017,Peer group F,39.3,6.1,39.3
2017,Peer group G,19.2,15.6,19.2
2017,Peer group H,23,14.6,23
2017,"Perth District Health Unit, Ontario",24,18.7,24
2017,"Peterborough County-City Health Unit, Ontario",19.2,22.7,19.2
2017,"Porcupine Health Unit, Ontario",23.4,16.8,23.4
2017,"Prairie Mountain Health, Manitoba",25.4,18.5,25.4
2017,"Prairie North Regional Health Authority, Saskatchewan",30.4,12.9,30.4
2017,"Prince Albert Parkland Regional Health Authority, Saskatchewan",28.1,16.3,28.1
2017,Prince Edward Island,21.6,19.2,21.6
2017,Quebec,20.8,18.4,20.8
2017,"Regina Qu'Appelle Regional Health Authority, Saskatchewan",24.6,14,24.6
2017,"Renfrew County and District Health Unit, Ontario",20.9,20.9,20.9
2017,"Richmond Health Service Delivery Area, British Columbia",19,16.6,19
2017,"Région de Lanaudière, Quebec",22.2,17.4,22.2
2017,"Région de Laval, Quebec",22.5,17.1,22.5
2017,"Région de Montréal, Quebec",20,16.4,20
2017,"Région de l'Abitibi-Témiscamingue, Quebec",21.8,18,21.8
2017,"Région de l'Estrie, Quebec",20.6,21.1,20.6
2017,"Région de l'Outaouais, Quebec",22.5,15.5,22.5
2017,"Région de la Capitale-Nationale, Quebec",19,20.3,19
2017,"Région de la Chaudière-Appalaches, Quebec",21,20.5,21
2017,"Région de la Côte-Nord, Quebec",21.3,18,21.3
2017,"Région de la Gaspésie - Îles-de-la-Madeleine, Quebec",16.3,25.5,16.3
2017,"Région de la Mauricie et du Centre-du-Québec, Quebec",19.5,22.4,19.5
2017,"Région de la Montérégie, Quebec",22.1,17.8,22.1
2017,"Région des Laurentides, Quebec",21.5,17.7,21.5
2017,"Région des Terres-Cries-de-la-Baie-James, Quebec",38.5,5.7,38.5
2017,"Région du Bas-Saint-Laurent, Quebec",18.5,24.2,18.5
2017,"Région du Nord-du-Québec, Quebec",22,14.4,22
2017,"Région du Nunavik, Quebec",41.6,4.1,41.6
2017,"Région du Saguenay - Lac-Saint-Jean, Quebec",19.6,21.3,19.6
2017,Saskatchewan,25.6,15.1,25.6
2017,"Saskatoon Regional Health Authority, Saskatchewan",24.6,13.4,24.6
2017,"Simcoe Muskoka District Health Unit, Ontario",21.5,18.7,21.5
2017,"South East Health Integration Network, Ontario",19.6,22.3,19.6
2017,"South Vancouver Island Health Service Delivery Area, British Columbia",17.5,21.1,17.5
2017,"South West Health Integration Network, Ontario",22.3,18.8,22.3
2017,"South Zone, Alberta",26.4,15.7,26.4
2017,"Southern Health, Manitoba",31.1,13,31.1
2017,"Sudbury and District Health Unit, Ontario",20.7,19.1,20.7
2017,"Sun Country Regional Health Authority, Saskatchewan",25.5,16.6,25.5
2017,"Sunrise Regional Health Authority, Saskatchewan",23.2,21.9,23.2
2017,"Thompson/Cariboo Health Service Delivery Area, British Columbia",19.7,21.2,19.7
2017,"Thunder Bay District Health Unit, Ontario",21,18.8,21
2017,"Timiskaming Health Unit, Ontario",20.8,21.9,20.8
2017,"Toronto Central Health Integration Network, Ontario",19.5,15.4,19.5
2017,"Vancouver Health Service Delivery Area, British Columbia",15.4,14.8,15.4
2017,"Waterloo Health Unit, Ontario",23.6,14.3,23.6
2017,"Waterloo Wellington Health Integration Network, Ontario",23.5,14.8,23.5
2017,"Wellington-Dufferin-Guelph Health Unit, Ontario",23.7,15.6,23.7
2017,"Western Regional Health Authority, Newfoundland and Labrador",17.7,23.3,17.7
2017,"Windsor-Essex County Health Unit, Ontario",22.6,17.6,22.6
2017,"Winnipeg Regional Health Authority, Manitoba",22.9,15.2,22.9
2017,"York Regional Health Unit, Ontario",23.7,14.8,23.7
2017,Yukon,22.1,11.4,22.1
2017,"Zone 1 (Moncton area), New Brunswick",19.7,19.4,19.7
2017,"Zone 1 - Western, Nova Scotia",18.5,24.3,18.5
2017,"Zone 2 (Saint John area), New Brunswick",21.3,19.2,21.3
2017,"Zone 2 - Northern, Nova Scotia",20.4,21.9,20.4
2017,"Zone 3 (Fredericton area), New Brunswick",21.5,18,21.5
2017,"Zone 3 - Eastern, Nova Scotia",19.3,23.9,19.3
2017,"Zone 4 (Edmundston area), New Brunswick",18.4,22.2,18.4
2017,"Zone 4 - Central, Nova Scotia",20,15.8,20
2017,"Zone 5 (Campbellton area), New Brunswick",16,25.9,16
2017,"Zone 6 (Bathurst area), New Brunswick",15.9,24.6,15.9
2017,"Zone 7 (Miramichi area), New Brunswick",18.8,22.8,18.8
2018,Alberta,24.7,12.8,24.7
2018,"Athabasca Health Authority, Saskatchewan",41,4.9,41
2018,"Brant County Health Unit, Ontario",23.7,17.4,23.7
2018,British Columbia,19.8,18.3,19.8
2018,"Calgary Zone, Alberta",24.1,12.1,24.1
2018,Canada,21.8,17.1,21.8
2018,"Central East Health Integration Network, Ontario",21,17,21
2018,"Central Health Integration Network, Ontario",21.9,15.4,21.9
2018,"Central Regional Health Authority, Newfoundland and Labrador",17.6,25.4,17.6
2018,"Central Vancouver Island Health Service Delivery Area, British Columbia",18.3,25.8,18.3
2018,"Central West Health Integration Network, Ontario",24.8,12.6,24.8
2018,"Central Zone, Alberta",25.4,15.7,25.4
2018,"Champlain Health Integration Network, Ontario",21.8,16.9,21.8
2018,"Chatham-Kent Health Unit, Ontario",21.7,21.6,21.7
2018,"City of Hamilton Health Unit, Ontario",21.8,17.3,21.8
2018,"City of Ottawa Health Unit, Ontario",22,15.6,22
2018,"City of Toronto Health Unit, Ontario",19.3,15.4,19.3
2018,"Cypress Regional Health Authority, Saskatchewan",23.8,19.4,23.8
2018,"District of Algoma Health Unit, Ontario",18.9,24.3,18.9
2018,"Durham Regional Health Unit, Ontario",23.9,14.7,23.9
2018,"East Kootenay Health Service Delivery Area, British Columbia",20.1,21.5,20.1
2018,"Eastern Ontario Health Unit, Ontario",21.6,20.4,21.6
2018,"Eastern Regional Health Authority, Newfoundland and Labrador",19.4,18.9,19.4
2018,"Edmonton Zone, Alberta",23.8,12.7,23.8
2018,"Erie St. Clair Health Integration Network, Ontario",22,19.3,22
2018,"Five Hills Regional Health Authority, Saskatchewan",23.5,19.8,23.5
2018,"Fraser East Health Service Delivery Area, British Columbia",23.2,17.6,23.2
2018,"Fraser North Health Service Delivery Area, British Columbia",20.1,14.6,20.1
2018,"Fraser South Health Service Delivery Area, British Columbia",23,15.7,23
2018,"Grey Bruce Health Unit, Ontario",20.4,24.3,20.4
2018,"Haldimand-Norfolk Health Unit, Ontario",21.3,21.1,21.3
2018,"Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario",17.6,27.1,17.6
2018,"Halton Regional Health Unit, Ontario",25.7,15.1,25.7
2018,"Hamilton Niagara Haldimand Brant Health Integration Network, Ontario",21.4,19.3,21.4
2018,"Hastings and Prince Edward Counties Health Unit, Ontario",19.9,23.1,19.9
2018,"Heartland Regional Health Authority, Saskatchewan",24.3,20.1,24.3
2018,"Huron County Health Unit, Ontario",22.4,23.3,22.4
2018,"Interlake-Eastern Regional Health Authority, Manitoba",24.5,18.7,24.5
2018,"Keewatin Yatthé Regional Health Authority, Saskatchewan",37.7,7.9,37.7
2018,"Kelsey Trail Regional Health Authority, Saskatchewan",25.3,21.7,25.3
2018,"Kingston, Frontenac and Lennox and Addington Health Unit, Ontario",19.7,20.4,19.7
2018,"Kootenay-Boundary Health Service Delivery Area, British Columbia",18.8,23.3,18.8
2018,"Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador",23.8,15,23.8
2018,"Lambton Health Unit, Ontario",20.7,22.2,20.7
2018,"Leeds, Grenville and Lanark District Health Unit, Ontario",19.6,23.7,19.6
2018,"Mamawetan Churchill River Regional Health Authority, Saskatchewan",40,6.7,40
2018,"Mamawetan/Keewatin/Athabasca, Saskatchewan",39.4,6.9,39.4
2018,Manitoba,25.4,15.4,25.4
2018,"Middlesex-London Health Unit, Ontario",22,16.8,22
2018,"Mississauga Halton Health Integration Network, Ontario",23.7,14,23.7
2018,New Brunswick,19.8,20.7,19.8
2018,Newfoundland and Labrador,19.1,20.6,19.1
2018,"Niagara Regional Area Health Unit, Ontario",20.1,21.7,20.1
2018,"North Bay Parry Sound District Health Unit, Ontario",19.1,22.9,19.1
2018,"North East Health Integration Network, Ontario",20.3,21.1,20.3
2018,"North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia",20.2,19.8,20.2
2018,"North Simcoe Muskoka Health Integration Network, Ontario",20.8,19.8,20.8
2018,"North Vancouver Island Health Service Delivery Area, British Columbia",19.4,24.1,19.4
2018,"North West Health Integration Network, Ontario",22.5,18.4,22.5
2018,"North Zone, Alberta",27.9,10.7,27.9
2018,"Northeast Health Service Delivery Area, British Columbia",27,10.3,27
2018,"Northern Interior Health Service Delivery Area, British Columbia",23.1,15.5,23.1
2018,"Northern Regional Health Authority, Manitoba",38.6,7.4,38.6
2018,"Northwest Health Service Delivery Area, British Columbia",24,15.4,24
2018,Northwest Territories,26.4,7.8,26.4
2018,"Northwestern Health Unit, Ontario",25.5,16.8,25.5
2018,Nova Scotia,19.5,20.3,19.5
2018,Nunavut,40.3,3.9,40.3
2018,"Okanagan Health Service Delivery Area, British Columbia",18.3,23.9,18.3
2018,Ontario by Health Unit,21.8,16.9,21.8
2018,Ontario by Local Health Integration Network,21.8,16.9,21.8
2018,"Oxford Elgin St. Thomas Health Unit, Ontario ",24,18.7,24
2018,"Peel Regional Health Unit, Ontario",24.1,13,24.1
2018,Peer group A,26.7,12.8,26.7
2018,Peer group B,22.6,15.7,22.6
2018,Peer group C,19.9,21.9,19.9
2018,Peer group D,22.8,18.8,22.8
2018,Peer group E,18.3,23.8,18.3
2018,Peer group F,39.3,6.2,39.3
2018,Peer group G,19.1,15.7,19.1
2018,Peer group H,22.7,14.9,22.7
2018,"Perth District Health Unit, Ontario",23.7,19.2,23.7
2018,"Peterborough County-City Health Unit, Ontario",19.1,22.9,19.1
2018,"Porcupine Health Unit, Ontario",23.3,17.3,23.3
2018,"Prairie Mountain Health, Manitoba",25.6,18.7,25.6
2018,"Prairie North Regional Health Authority, Saskatchewan",30.4,13.3,30.4
2018,"Prince Albert Parkland Regional Health Authority, Saskatchewan",28.2,16.6,28.2
2018,Prince Edward Island,21.6,19.4,21.6
2018,Quebec,20.8,18.8,20.8
2018,"Regina Qu'Appelle Regional Health Authority, Saskatchewan",24.7,14.3,24.7
2018,"Renfrew County and District Health Unit, Ontario",20.8,21.4,20.8
2018,"Richmond Health Service Delivery Area, British Columbia",18.9,16.9,18.9
2018,"Région de Lanaudière, Quebec",22.1,18,22.1
2018,"Région de Laval, Quebec",22.5,17.3,22.5
2018,"Région de Montréal, Quebec",20.2,16.4,20.2
2018,"Région de l'Abitibi-Témiscamingue, Quebec",21.7,18.6,21.7
2018,"Région de l'Estrie, Quebec",20.5,21.7,20.5
2018,"Région de l'Outaouais, Quebec",22.3,16,22.3
2018,"Région de la Capitale-Nationale, Quebec",19,20.8,19
2018,"Région de la Chaudière-Appalaches, Quebec",21,21.2,21
2018,"Région de la Côte-Nord, Quebec",21.2,18.8,21.2
2018,"Région de la Gaspésie - Îles-de-la-Madeleine, Quebec",16.2,26.5,16.2
2018,"Région de la Mauricie et du Centre-du-Québec, Quebec",19.4,23.1,19.4
2018,"Région de la Montérégie, Quebec",22,18.2,22
2018,"Région des Laurentides, Quebec",21.3,18.3,21.3
2018,"Région des Terres-Cries-de-la-Baie-James, Quebec",38.2,5.9,38.2
2018,"Région du Bas-Saint-Laurent, Quebec",18.5,25,18.5
2018,"Région du Nord-du-Québec, Quebec",21.8,15,21.8
2018,"Région du Nunavik, Quebec",41.3,4.3,41.3
2018,"Région du Saguenay - Lac-Saint-Jean, Quebec",19.5,22,19.5
2018,Saskatchewan,25.7,15.4,25.7
2018,"Saskatoon Regional Health Authority, Saskatchewan",24.7,13.7,24.7
2018,"Simcoe Muskoka District Health Unit, Ontario",21.4,19,21.4
2018,"South East Health Integration Network, Ontario",19.4,22.7,19.4
2018,"South Vancouver Island Health Service Delivery Area, British Columbia",17.4,21.6,17.4
2018,"South West Health Integration Network, Ontario",22.3,19.1,22.3
2018,"South Zone, Alberta",26.3,16.1,26.3
2018,"Southern Health, Manitoba",30.9,13.2,30.9
2018,"Sudbury and District Health Unit, Ontario",20.5,19.4,20.5
2018,"Sun Country Regional Health Authority, Saskatchewan",25.7,16.9,25.7
2018,"Sunrise Regional Health Authority, Saskatchewan",23.2,22.1,23.2
2018,"Thompson/Cariboo Health Service Delivery Area, British Columbia",19.5,21.6,19.5
2018,"Thunder Bay District Health Unit, Ontario",20.9,19.3,20.9
2018,"Timiskaming Health Unit, Ontario",20.8,22.2,20.8
2018,"Toronto Central Health Integration Network, Ontario",19.3,15.4,19.3
2018,"Vancouver Health Service Delivery Area, British Columbia",15.3,15.2,15.3
2018,"Waterloo Health Unit, Ontario",23.4,14.5,23.4
2018,"Waterloo Wellington Health Integration Network, Ontario",23.3,15,23.3
2018,"Wellington-Dufferin-Guelph Health Unit, Ontario",23.5,16,23.5
2018,"Western Regional Health Authority, Newfoundland and Labrador",17.4,24.4,17.4
2018,"Windsor-Essex County Health Unit, Ontario",22.6,17.8,22.6
2018,"Winnipeg Regional Health Authority, Manitoba",22.8,15.4,22.8
2018,"York Regional Health Unit, Ontario",23.4,15.4,23.4
2018,Yukon,22,11.9,22
2018,"Zone 1 (Moncton area), New Brunswick",19.6,20,19.6
2018,"Zone 1 - Western, Nova Scotia",18.3,24.9,18.3
2018,"Zone 2 (Saint John area), New Brunswick",21.2,19.7,21.2
2018,"Zone 2 - Northern, Nova Scotia",20.4,22.5,20.4
2018,"Zone 3 (Fredericton area), New Brunswick",21.5,18.4,21.5
2018,"Zone 3 - Eastern, Nova Scotia",19.2,24.5,19.2
2018,"Zone 4 (Edmundston area), New Brunswick",18.2,23.1,18.2
2018,"Zone 4 - Central, Nova Scotia",19.8,16.1,19.8
2018,"Zone 5 (Campbellton area), New Brunswick",15.9,26.7,15.9
2018,"Zone 6 (Bathurst area), New Brunswick",15.6,25.8,15.6
2018,"Zone 7 (Miramichi area), New Brunswick",18.6,23.7,18.6
2019,Alberta,24.6,13.3,24.6
2019,"Athabasca Health Authority, Saskatchewan",41.3,5.1,41.3
2019,"Brant County Health Unit, Ontario",23.5,17.8,23.5
2019,British Columbia,19.5,18.7,19.5
2019,"Calgary Zone, Alberta",23.9,12.6,23.9
2019,Canada,21.6,17.5,21.6
2019,"Central East Health Integration Network, Ontario",20.8,17.3,20.8
2019,"Central Health Integration Network, Ontario",21.7,15.8,21.7
2019,"Central Regional Health Authority, Newfoundland and Labrador",17.3,26.5,17.3
2019,"Central Vancouver Island Health Service Delivery Area, British Columbia",18.2,26.5,18.2
2019,"Central West Health Integration Network, Ontario",24.3,12.8,24.3
2019,"Central Zone, Alberta",25.2,16.2,25.2
2019,"Champlain Health Integration Network, Ontario",21.7,17.2,21.7
2019,"Chatham-Kent Health Unit, Ontario",21.6,22.2,21.6
2019,"City of Hamilton Health Unit, Ontario",21.7,17.5,21.7
2019,"City of Ottawa Health Unit, Ontario",21.8,15.8,21.8
2019,"City of Toronto Health Unit, Ontario",19,15.6,19
2019,"Cypress Regional Health Authority, Saskatchewan",23.7,19.9,23.7
2019,"District of Algoma Health Unit, Ontario",19,24.7,19
2019,"Durham Regional Health Unit, Ontario",23.8,15.1,23.8
2019,"East Kootenay Health Service Delivery Area, British Columbia",20.1,22.1,20.1
2019,"Eastern Ontario Health Unit, Ontario",21.6,21,21.6
2019,"Eastern Regional Health Authority, Newfoundland and Labrador",19.3,19.7,19.3
2019,"Edmonton Zone, Alberta",23.7,13.1,23.7
2019,"Erie St. Clair Health Integration Network, Ontario",21.8,19.7,21.8
2019,"Five Hills Regional Health Authority, Saskatchewan",23.4,20.2,23.4
2019,"Fraser East Health Service Delivery Area, British Columbia",23,17.9,23
2019,"Fraser North Health Service Delivery Area, British Columbia",19.8,15,19.8
2019,"Fraser South Health Service Delivery Area, British Columbia",22.7,16,22.7
2019,"Grey Bruce Health Unit, Ontario",20.3,24.8,20.3
2019,"Haldimand-Norfolk Health Unit, Ontario",21.1,21.6,21.1
2019,"Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario",17.4,27.8,17.4
2019,"Halton Regional Health Unit, Ontario",25.5,15.3,25.5
2019,"Hamilton Niagara Haldimand Brant Health Integration Network, Ontario",21.3,19.6,21.3
2019,"Hastings and Prince Edward Counties Health Unit, Ontario",19.6,23.6,19.6
2019,"Heartland Regional Health Authority, Saskatchewan",24.2,20.8,24.2
2019,"Huron County Health Unit, Ontario",22.1,23.9,22.1
2019,"Interlake-Eastern Regional Health Authority, Manitoba",24.4,19.2,24.4
2019,"Keewatin Yatthé Regional Health Authority, Saskatchewan",37.6,8.1,37.6
2019,"Kelsey Trail Regional Health Authority, Saskatchewan",25.4,22,25.4
2019,"Kingston, Frontenac and Lennox and Addington Health Unit, Ontario",19.4,20.8,19.4
2019,"Kootenay-Boundary Health Service Delivery Area, British Columbia",18.5,24,18.5
2019,"Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador",23.5,15.8,23.5
2019,"Lambton Health Unit, Ontario",20.5,22.7,20.5
2019,"Leeds, Grenville and Lanark District Health Unit, Ontario",19.4,24.4,19.4
2019,"Mamawetan Churchill River Regional Health Authority, Saskatchewan",40.3,7,40.3
2019,"Mamawetan/Keewatin/Athabasca, Saskatchewan",39.5,7.1,39.5
2019,Manitoba,25.3,15.6,25.3
2019,"Middlesex-London Health Unit, Ontario",21.9,17,21.9
2019,"Mississauga Halton Health Integration Network, Ontario",23.3,14.3,23.3
2019,New Brunswick,19.7,21.3,19.7
2019,Newfoundland and Labrador,18.9,21.5,18.9
2019,"Niagara Regional Area Health Unit, Ontario",19.9,22.1,19.9
2019,"North Bay Parry Sound District Health Unit, Ontario",19,23.5,19
2019,"North East Health Integration Network, Ontario",20.2,21.6,20.2
2019,"North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia",20,20.4,20
2019,"North Simcoe Muskoka Health Integration Network, Ontario",20.6,20.3,20.6
2019,"North Vancouver Island Health Service Delivery Area, British Columbia",19.2,24.9,19.2
2019,"North West Health Integration Network, Ontario",22.3,18.9,22.3
2019,"North Zone, Alberta",27.9,11.1,27.9
2019,"Northeast Health Service Delivery Area, British Columbia",26.7,10.8,26.7
2019,"Northern Interior Health Service Delivery Area, British Columbia",22.7,16.1,22.7
2019,"Northern Regional Health Authority, Manitoba",38.6,7.7,38.6
2019,"Northwest Health Service Delivery Area, British Columbia",23.7,16,23.7
2019,Northwest Territories,26.4,8.3,26.4
2019,"Northwestern Health Unit, Ontario",25.3,17.2,25.3
2019,Nova Scotia,19.4,20.8,19.4
2019,Nunavut,40.3,4,40.3
2019,"Okanagan Health Service Delivery Area, British Columbia",18.1,24.3,18.1
2019,Ontario by Health Unit,21.6,17.2,21.6
2019,Ontario by Local Health Integration Network,21.6,17.2,21.6
2019,"Oxford Elgin St. Thomas Health Unit, Ontario ",23.9,19,23.9
2019,"Peel Regional Health Unit, Ontario",23.6,13.3,23.6
2019,Peer group A,26.7,13.3,26.7
2019,Peer group B,22.5,16.1,22.5
2019,Peer group C,19.8,22.5,19.8
2019,Peer group D,22.7,19.3,22.7
2019,Peer group E,18.1,24.6,18.1
2019,Peer group F,39.3,6.4,39.3
2019,Peer group G,18.9,15.9,18.9
2019,Peer group H,22.3,15.3,22.3
2019,"Perth District Health Unit, Ontario",23.3,19.7,23.3
2019,"Peterborough County-City Health Unit, Ontario",19,23.3,19
2019,"Porcupine Health Unit, Ontario",23.1,17.7,23.1
2019,"Prairie Mountain Health, Manitoba",25.6,19,25.6
2019,"Prairie North Regional Health Authority, Saskatchewan",30.5,13.7,30.5
2019,"Prince Albert Parkland Regional Health Authority, Saskatchewan",28.2,17,28.2
2019,Prince Edward Island,21.5,19.7,21.5
2019,Quebec,20.8,19.3,20.8
2019,"Regina Qu'Appelle Regional Health Authority, Saskatchewan",24.8,14.6,24.8
2019,"Renfrew County and District Health Unit, Ontario",20.7,21.9,20.7
2019,"Richmond Health Service Delivery Area, British Columbia",18.5,17.4,18.5
2019,"Région de Lanaudière, Quebec",22.2,18.5,22.2
2019,"Région de Laval, Quebec",22.3,17.7,22.3
2019,"Région de Montréal, Quebec",20.2,16.4,20.2
2019,"Région de l'Abitibi-Témiscamingue, Quebec",21.6,19.3,21.6
2019,"Région de l'Estrie, Quebec",20.4,22.4,20.4
2019,"Région de l'Outaouais, Quebec",22.3,16.5,22.3
2019,"Région de la Capitale-Nationale, Quebec",19,21.3,19
2019,"Région de la Chaudière-Appalaches, Quebec",20.9,21.9,20.9
2019,"Région de la Côte-Nord, Quebec",21.1,19.6,21.1
2019,"Région de la Gaspésie - Îles-de-la-Madeleine, Quebec",16.1,27.5,16.1
2019,"Région de la Mauricie et du Centre-du-Québec, Quebec",19.3,23.7,19.3
2019,"Région de la Montérégie, Quebec",22,18.7,22
2019,"Région des Laurentides, Quebec",21.2,18.9,21.2
2019,"Région des Terres-Cries-de-la-Baie-James, Quebec",37.7,6.1,37.7
2019,"Région du Bas-Saint-Laurent, Quebec",18.4,25.9,18.4
2019,"Région du Nord-du-Québec, Quebec",21.9,15.6,21.9
2019,"Région du Nunavik, Quebec",41.3,4.4,41.3
2019,"Région du Saguenay - Lac-Saint-Jean, Quebec",19.4,22.9,19.4
2019,Saskatchewan,25.7,15.7,25.7
2019,"Saskatoon Regional Health Authority, Saskatchewan",24.7,14,24.7
2019,"Simcoe Muskoka District Health Unit, Ontario",21.2,19.4,21.2
2019,"South East Health Integration Network, Ontario",19.2,23.3,19.2
2019,"South Vancouver Island Health Service Delivery Area, British Columbia",17.2,22,17.2
2019,"South West Health Integration Network, Ontario",22.1,19.4,22.1
2019,"South Zone, Alberta",26.2,16.4,26.2
2019,"Southern Health, Manitoba",30.8,13.4,30.8
2019,"Sudbury and District Health Unit, Ontario",20.3,19.9,20.3
2019,"Sun Country Regional Health Authority, Saskatchewan",25.8,17.4,25.8
2019,"Sunrise Regional Health Authority, Saskatchewan",23.2,22.4,23.2
2019,"Thompson/Cariboo Health Service Delivery Area, British Columbia",19.3,22.3,19.3
2019,"Thunder Bay District Health Unit, Ontario",20.8,19.7,20.8
2019,"Timiskaming Health Unit, Ontario",20.9,22.7,20.9
2019,"Toronto Central Health Integration Network, Ontario",19,15.6,19
2019,"Vancouver Health Service Delivery Area, British Columbia",15,15.5,15
2019,"Waterloo Health Unit, Ontario",23,14.6,23
2019,"Waterloo Wellington Health Integration Network, Ontario",23,15.2,23
2019,"Wellington-Dufferin-Guelph Health Unit, Ontario",23.2,16.3,23.2
2019,"Western Regional Health Authority, Newfoundland and Labrador",17,25.6,17
2019,"Windsor-Essex County Health Unit, Ontario",22.3,18.1,22.3
2019,"Winnipeg Regional Health Authority, Manitoba",22.7,15.7,22.7
2019,"York Regional Health Unit, Ontario",23.2,15.9,23.2
2019,Yukon,21.9,12.7,21.9
2019,"Zone 1 (Moncton area), New Brunswick",19.7,20.4,19.7
2019,"Zone 1 - Western, Nova Scotia",18.2,25.6,18.2
2019,"Zone 2 (Saint John area), New Brunswick",21.1,20.2,21.1
2019,"Zone 2 - Northern, Nova Scotia",20.4,23.1,20.4
2019,"Zone 3 (Fredericton area), New Brunswick",21.4,18.8,21.4
2019,"Zone 3 - Eastern, Nova Scotia",18.9,24.9,18.9
2019,"Zone 4 (Edmundston area), New Brunswick",18.2,24,18.2
2019,"Zone 4 - Central, Nova Scotia",19.7,16.5,19.7
2019,"Zone 5 (Campbellton area), New Brunswick",15.9,27.4,15.9
2019,"Zone 6 (Bathurst area), New Brunswick",15.4,26.8,15.4
2019,"Zone 7 (Miramichi area), New Brunswick",18.3,24.5,18.3
